word,translation,confusion,frequency,example
मौहसनाबाद,Mauhasanabad,,1,मौहसनाबाद
मौहपई,Mauhpaee,y,10,"नेरा बांगर, मौहपई बॉगर"
मौजा,Mauja,,1,राणा की प्याऊ से कोसीकलां की तरफ गाजीपुर गांव की समाप्ति तक मौजा बरसाना
मौला,Maula,,1,तकिया मौला शाह
मैालाशाह,Maulashah ,y,1,तकिया मैालाशाह
मौरा,Maura,,1,मौरा
मावई,Mavai,y,1,नगला मावई
मवेशी,Maveshi,,4,"गंज पुलिस थाना मुन्नालाल चेयरमैन,मवेशी गली"
मवेशियान,Maveshiyan,,1,गली मवेशियान
मावली,Mavli,,3,मावली खादर
मई,May,y,35,"अरसैना, मई"
माया,Maya,,1,माया टीला
मयापुर,Mayapur,,1,मयापुर
मायापुरी,Mayapuri,,1,मायापुरी
मायावन,Mayavan,,1,मायावन कालौनी
मयूर,Mayur,,8,मयूर अपार्टमेन्ट (जीवनी मण्डी)
एमवीडीए,MDVA,,2,कृष्णा विहार एमवीडीए
मेध,Medh,,1,मेध बिहार
मेडिकल,Medical,,1,मेडिकल कॉम्पलैक्स
मीडो,Meedo,,1,पुष्पांजलि मीडो
मील,Meel,,4,आटा मील
मीना,Meena,,4,मीना इन्क्लेव
मीनाक्षी,Meenakshi,,3,मीनाक्षी काम्पलेक्स (बेलनगंज)
मीर,Meer,,8,अमीरपुर
मीरा,Meera,,10,घेर काले खां (मीरा हुसैनी चौराहे से नालबन्द चौराहे तक)
मीरगंज,Meerganj,,1,मीरगंज
मीरपुर,Meerpur,,7,अमीरपुर
मीट,Meet,y,3,मीट गली की पूरी साइड
मीठपुरा,Meethpura,,3,मीठपुरा
मेघ,Megh,,1,चौधरी कॉम्पलैक्स (गली मेघा)
मेघश्‍याम,Megh shyam,,1,मेघश्‍याम अपार्टमेंट
मेघा,Megha,,3,चौधरी कॉम्पलैक्स (गली मेघा)
मेघकुंज,Meghkunj,,1,मेघकुंज कॉलोनी
मेघपुर,Meghpur,,2,मेघपुर
मेहनकी,Mehanki,,3,मेहनकी
मेहर,Mehar,,5,छीपीटोला ( मेहर टॉकीज से छीपीटोला चौराहे तक)
मेहरा,Mehra,,2,मेहरा नाहरगंज
मेहरानाहर,Mehra nahar,,1,मेहरानाहर गंज
मेला,Mela,,1,बुझरियां मेला वाली पोखर न्यू आबादी
मेम्बर,Member,,2,बली मेम्बर वाली गली
मेमाेरियल,Memorial,,1,डा० कैलाश मेमाेरियल हाॅस्पीटल के आस पास न्यू कालोनी
मेनका,Menka,,1,मेनका पैलेस
मेन्सोज,Mensoj,,1,फेण्डस मेन्सोज
मेवाती,Mevati,,3,नगला मेवाती
मेवला,Mevla,,3,मेवला
मेवली,Mevli,,17,"नगला कासिमपुर, मेवली"
मैक्सल,Mexal,y,2,मैक्सल गार्डन रेजीडेन्सी नरी
मि,Mi,,3,अमरिकन मिशन
मी,Mi,,3,अमीरपुर
मिढाकुर,Midhakur,,1,मिढाकुर
मिड़कौली,Midkauli,,1,मिड़कौली
मिडलैण्ड,Midland,,2,मिडलैण्ड मसानी
मिहाबा,Mihaba,,17,"डाढ़की, मंगलपुरा बरतरा, मिहाबा, बसई कलॉ"
मिहावा,Mihava,,1,मिहावा
मिल,Mil,,7,खरौट द्वार⁄भरतमिलाप चाैक
मिलिक,Milik,,3,मिलिक
मिल्क,Milk,,7,मिल्ककलां
मिल्कखुर्द,Milk khurd,,1,मिल्कखुर्द
मिल्ककलां,Milkkala,yy,1,मिल्ककलां
मिनाक्षी,Minakshi ,,1,मिनाक्षी पुरम
मीनाक्क्षीपुरम,Minakshi puram,,1,मीनाक्क्षीपुरम
मीनाक्षीपुरम,Minakshi puram ,,1,मीनाक्षीपुरम
मिर्ज़ा,Mirja,,7,"औलेन्डा, मंडी मिर्ज़ा खां"
मिर्जा,Mirja,,3,नगला मिर्जापुर
मिर्जापुर,Mirjapur,,6,नगला मिर्जापुर
मिरताना,Mirtana,,1,मिरताना
मिश्रा,Mishra,,1,मिश्रा कालोनी
मिश्रान,Mishran,,2,मिश्रान
मिश्री,Mishri,,1,धिमिश्री
मिशन,Mission ,,2,अमरिकन मिशन
मिताइली,Mitaili,y,1,मिताइली
मितावली,Mitavali,,3,मितावली
मिठठौली,Miththauli,,1,मिठठौली
मित्रपुरम,Mitra puram,,1,मित्रपुरम
मित्तल,Mittal,,3,मित्तल कालोनी
मिट्ठौली,Mitthauli,,2,मिट्ठौली
मियांपुर,Miyanpur,y,1,मियांपुर
मीयापाडा,Miyapada,,1,मीयापाडा
मो,Mo,,1,अजीजपुर ( नरीपुरा ट्रान्सफॉर्मर से अजीजपुर सिरौली मोड तक)
मोड,Mod,,33,अजीजपुर ( नरीपुरा ट्रान्सफॉर्मर से अजीजपुर सिरौली मोड तक)
मोदी,Modi,,2,पुल छिंगा मोदी
मोदीपुरा,Modipura,,3,मोदीपुरा
मॉगरौल,Mograul,y,1,मॉगरौल जाट
मोहल्ला,Mohalla,,17,कछियात मोहल्ला
माेहल्ला,Mohalla,,1,रोशन माेहल्ला
मोहम्मद,Mohammad,,1,मोहम्मदपुर
मोहम्मदपुर,Mohammadpur,,1,मोहम्मदपुर
मोहन,Mohan,,16,कृष्ण मोहन नगर
मोहनगढ,Mohangadh,,2,मोहन नगर (मोहनगढ)
मोहनलाल,Mohanlal,,1,नगला मोहनलाल
मोहनपुर,Mohanpur,,2,मोहनपुर
मोहनपुरा,Mohanpura,,1,मोहनपुरा
मोहर,Mohar,,1,गुल मोहर इन्कलेव
मोह्म्मदपुर,Mohmmadpur,,1,नगला विहारी मोजा भोलइ मोह्म्मदपुर
मोजा,Moja,,1,नगला विहारी मोजा भोलइ मोह्म्मदपुर
मोनिका,Monica,,2,मोनिका बिहार
मूत,Moot,,3,मूत गली
मूुहल्ला,Moouhalla,y,1,गोस्वामी मूुहल्ला
मोर,Mor,,1,"अभुआपुराT.Aअंदर, अभैदोपुरा, बरौली, मोरी"
मोरी,Mori,,7,"अभुआपुराT.Aअंदर, अभैदोपुरा, बरौली, मोरी"
मोती,Moti,,17,छीतापुरा मोतीपुरा
मोतीगंज,Motiganj,,1,मोतीगंज
मोतीकुंज,Motikunj,,1,मोतीकुंज
मोतीलाल,Motilal,,1,मोतीलाल नेहरू रोड
मोतीमहल,Motimahal,,1,मोती बाग ⁄ मोतीमहल
मोतीपुरा,Motipura,,15,छीतापुरा मोतीपुरा
मोतिया,Motiya,,4,मोतिया की बगीची
मु,Mu,,7,आर0एस0एच0डी0 चन्द्रोदय सिटी चौमुहा
मुबारकपुर,Mubarakpur,,12,मुबारकपुर बांगर
मुबारिजपुर,Mubarijpur,,1,मुबारिजपुर
मुबारिकपुर,Mubarikpur,,2,मुबारिकपुर
मुडेसी,Mudesi,,1,मुडेसी
मुधवन,Mudhvan,,1,मुधवन कुंज
मुड़ी,Mudi,,3,मुड़ी जहाँगीर पुर
मुडिया,Mudiya,,1,मुडिया खेडा
मुड़सैनिया,Mudsainiya,,5,"नगला टोडर, मुड़सैनिया"
मुडसेरस,Mudseras,,3,मुडसेरस
मुगल,Mugal,,2,एस्सार मुगल रेजीडेन्सी अपार्टमेन्ट
मुहाल,Muhal,,4,मुहाल बरामद छावनी
मुहल्ला,Muhalla,,24,कटरा मुहल्ला
मुहम्मदपुर,Muhmmadpur,,6,"जाजोली, मुहम्मदपुर"
